id,section_id,override_type,value,note
207,3.15.11,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
42,3.15.23,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Kap Kenaion/Atalante/Aidepsos - Euboea (NW coast)]"
283,3.15.23,island_line_group,Euboea,"_ISLAND_APPENDIX_SECTIONS covers two structurally different things: a section that's one island's own detailed coastal walk (Corfu's section ""11"" - Kassiope, Ptychia, Korkyra, then three capes in catalogue order around the shore), and a section that's a *list* of several different islands (the Cyclades' section ""28"" - Ios, Polyaigos, Therasia, Delos... are seven different islands, not seven points on one island's coast). Connecting every point in an island-appendix section into one line would be right for the former and draw a nonsensical inter-island line for the latter - and gap size alone can't tell them apart, the same way it couldn't for loop-closing (see _NO_CLOSE_LOOP_TRAILS): Corfu's own capes sit 0.3-0.8 degrees apart, but so do plenty of *different* Cycladic islands in Ptolemy's own compressed coordinates. So island lines are opt-in, not automatic: only sections manually confirmed to be one island's own coastal walk are listed here, mapped to that island's name so sections describing the *same* island (Euboea's coast is told across three consecutive sections) merge into a single line. Everything else stays plotted as individual, unconnected island points."
34,3.15.24,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Chalkis/Eretria/Amarynthos/Karystos/Geraistos - Euboea (cities)]"
284,3.15.24,island_line_group,Euboea,"_ISLAND_APPENDIX_SECTIONS covers two structurally different things: a section that's one island's own detailed coastal walk (Corfu's section ""11"" - Kassiope, Ptychia, Korkyra, then three capes in catalogue order around the shore), and a section that's a *list* of several different islands (the Cyclades' section ""28"" - Ios, Polyaigos, Therasia, Delos... are seven different islands, not seven points on one island's coast). Connecting every point in an island-appendix section into one line would be right for the former and draw a nonsensical inter-island line for the latter - and gap size alone can't tell them apart, the same way it couldn't for loop-closing (see _NO_CLOSE_LOOP_TRAILS): Corfu's own capes sit 0.3-0.8 degrees apart, but so do plenty of *different* Cycladic islands in Ptolemy's own compressed coordinates. So island lines are opt-in, not automatic: only sections manually confirmed to be one island's own coastal walk are listed here, mapped to that island's name so sections describing the *same* island (Euboea's coast is told across three consecutive sections) merge into a single line. Everything else stays plotted as individual, unconnected island points."
58,3.15.25,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Kap Kaphereus/Budoros-Mündung/Kerinthos/Kap Phalassia/Kap Dion - Euboea (S/E coast)]"
285,3.15.25,island_line_group,Euboea,"_ISLAND_APPENDIX_SECTIONS covers two structurally different things: a section that's one island's own detailed coastal walk (Corfu's section ""11"" - Kassiope, Ptychia, Korkyra, then three capes in catalogue order around the shore), and a section that's a *list* of several different islands (the Cyclades' section ""28"" - Ios, Polyaigos, Therasia, Delos... are seven different islands, not seven points on one island's coast). Connecting every point in an island-appendix section into one line would be right for the former and draw a nonsensical inter-island line for the latter - and gap size alone can't tell them apart, the same way it couldn't for loop-closing (see _NO_CLOSE_LOOP_TRAILS): Corfu's own capes sit 0.3-0.8 degrees apart, but so do plenty of *different* Cycladic islands in Ptolemy's own compressed coordinates. So island lines are opt-in, not automatic: only sections manually confirmed to be one island's own coastal walk are listed here, mapped to that island's name so sections describing the *same* island (Euboea's coast is told across three consecutive sections) merge into a single line. Everything else stays plotted as individual, unconnected island points."
23,3.15.27,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Koressos/Iulis/Karthaia - Kea (Cyclades)]"
30,3.15.28,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Ios/Polyaigos/Therasia/Delos/Oliaros/Kythnos/Rhene (Cyclades)]"
11,3.15.29,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Kap Phorbia + Stadt auf Mykonos (Cyclades)]"
53,3.15.30,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Andros/Tenos/Syros/Naxos/Paros/Siphnos + a 2nd ""Kap Sunion"" citation (Cyclades)]"
4,3.15.31,force_island_section,,"Found by the systematic topostext-disagreement review (2026-07-30): the *other* Ionian islands, each cited once (not a coastal walk of any single one, so no _ISLAND_LINE_GROUPS entry - just the ""list of several different islands"" shape _ISLAND_APPENDIX_SECTIONS exists for). Section ""12"": Kephallenia (""Kephallenia island, with a city of the same name...its northernmost promontory"" / ""the southern promontory"" - both capes stay `island` too, the same as Corfu's own capes above), Erikusa, Skopelos, Leukas (""Leukas island""). Section ""13"": Echinaden (""the Echinades islands""), Ithake (""in which a city of that name""), Lotoa (""Letoa island""), Zakynthos (""in which a city of the same name""). All were sitting in `city`. [Seriphos/Pholegandros/Sikinos (Cyclades)]"
261,3.16.03,force_coastal_section,,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Korinthia: ""Sanctuary of Hera of Corinth...Lechaion port...Asopos river outlet...""]"
186,3.16.05,force_coastal_section,,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Achaia proper: ""Aigeira...Erineos harbor...Rhion promontory...""]"
273,3.16.06,force_coastal_section,,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Elis: ""Kyllene port...Peneios river outlet...Chelonitis headland...""]"
89,3.16.07,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
188,3.16.11,force_coastal_section,,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Argolis: ""Astron...Inachos river outlet...Nauplia port...Skyllaion promontory...""]"
149,3.16.13,force_coastal_section,,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Argolis/Korinthia continuation: ""...Speiraion promontory...Kenchreai port...Schoinous harbor""]"
73,3.16.14,force_mountain_section,,"The mountain-side counterpart of _ISLAND_APPENDIX_SECTIONS: a section that's purely a *list* of named mountains/peaks, each cited by its own proper name with no ""-Gebirge""/""-berg"" suffix of its own to catch by keyword (""Of the named mountains the center of Bertiskos lies at...Mt. Bermion...Mt. Olympos..."", ""Mountains in the Peloponnese Pholoe...and Stymphalos..."") - the same ""no shared pattern to regex on, so it has to be an explicit allow-list"" reasoning as the island appendix. Confirmed by topostext's own section headers; more such sections likely exist elsewhere in the catalogue, not yet found because their books haven't been cross-referenced yet. [Pholoe/Stymphalos/Minthe/Taygetos/Kronion/Zarex - the Peloponnese's named mountains]"
12,3.16.23,force_island_section,,"The following five were confirmed against topostext.org/work/209's English translation, which states outright ""the Ebuda islands..."", ""the islands which are near Albion island..."", etc. - independent of our own Modern_location-based guessing. [Strophaden/Prote/Sphagia/Theganusa/Kythera/Aigila/Salamis/Aigine - the islands adjoining the Peloponnese (topostext: ""Islands adjoining the Peloponnese: the Strophades..."")]"
196,3.17.02,force_coastal_section,,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Crete, ""Description of the western side"": Korykos headland/city into Rhamnous harbor]"
170,3.17.03,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
234,3.17.04,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
267,3.17.05,force_coastal_section,,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Crete, ""Description of the east side"": Sammonion promontory into Minoa harbor]"
